date,open,high,low,close,last,yesterday,volume,value,count
1404-02-31,26290,26910,25990,26500,26650,26770,10546617,279511105110,382
1404-02-30,27450,27450,26710,26770,26710,27530,12491138,334384368700,420
1404-02-29,27710,27710,27030,27530,27140,27630,1125817,30995933810,211
1404-02-28,27440,27720,27440,27630,27700,27280,1891600,52272352480,143
1404-02-27,27320,27710,26910,27280,27340,27360,9417095,256904677870,481
1404-02-24,26850,27590,26850,27360,27310,26920,3372140,92250890840,256
1404-02-23,26640,27390,26330,26920,27140,26650,22639309,609499730100,786
1404-02-22,26650,26650,26590,26650,26650,25880,46201783,1231276467250,571
1404-02-21,26500,26800,25750,25880,25910,26540,1691411,43776978510,231
1404-02-20,27250,27250,26530,26540,26600,27350,1253452,33267500550,170
1404-02-17,27620,27620,26890,27350,27180,26860,1736843,47497376950,310
1404-02-16,27620,27620,26500,26860,27120,26990,2265394,60858440560,273
1404-02-15,27210,27220,26200,26990,26670,26440,10408279,280879754400,262
1404-02-14,26030,27190,25870,26440,26760,26630,2441268,64545683580,240
1404-02-13,26630,26780,26630,26630,26630,27450,18659409,496923214620,360
1404-02-10,27440,27620,27130,27450,27500,26820,26329979,722659076810,824
1404-02-09,26610,27000,26600,26820,26840,26690,2935449,78734703930,231
1404-02-08,25950,26740,25950,26690,26730,25970,22788387,608303373450,446
1404-02-07,25880,26360,25750,25970,26150,26540,7066289,183518582430,376
1404-02-06,26820,27030,26400,26540,26710,26400,5702361,151329194700,308
1404-02-03,26200,26660,26000,26400,26600,26300,12804826,338017135090,420
1404-02-02,26090,26450,25870,26300,26260,26670,57436865,1510407830910,1115
1404-02-01,26910,26910,26070,26670,26130,26130,132484073,3534000049890,2366
1404-01-31,26130,26130,25900,26130,26130,25370,110588044,2889411372620,1133
1404-01-30,25370,25370,25130,25370,25370,24640,35190231,892737575520,396
1404-01-27,24000,24860,24000,24640,24860,24140,3401820,83830194310,229
1404-01-26,24500,24500,23930,24140,23930,24670,6394357,154328858870,398
1404-01-25,25140,25140,24400,24670,24760,24590,13852348,341766308360,678
1404-01-24,24590,24590,24580,24590,24590,23880,65924299,1621066226530,852
1404-01-23,23810,24230,23640,23880,23980,23820,457131,10916037970,93
1404-01-20,23040,23900,23040,23820,23260,23550,4212240,100317196280,105
1404-01-19,23550,23550,23550,23550,23550,22870,128531,3026905050,67
1404-01-18,22900,23300,22700,22870,22750,23030,250254,5722123090,59
1404-01-17,23190,23400,22710,23030,22800,23270,267962,6171020060,55
1404-01-16,23410,23690,22800,23270,23100,23460,640621,14904100550,101
1404-01-10,22260,23460,22260,23460,23460,22780,1319249,30947904640,129
1404-01-09,22750,23000,22160,22780,22760,22810,163149,3716422810,57
1404-01-06,22690,23030,22690,22810,22820,22690,119984,2737355280,48
1404-01-05,22680,22690,22650,22690,22690,22030,166777,3784022630,40
1403-12-28,21960,22480,21960,22030,21960,22630,187354,4128243680,63
1403-12-27,23590,23590,22520,22630,22520,23180,240596,5444767770,103
1403-12-26,23780,23780,22450,23180,23150,23120,10832003,251038917180,154
1403-12-25,23000,23230,22840,23120,23230,22560,2447708,56584512420,137
1403-12-22,21630,22940,21630,22560,22810,22290,172275,3886219870,63
1403-12-21,23270,23270,22280,22290,22280,22960,393465,8769779450,79
1403-12-20,22970,23190,22360,22960,22810,22940,112948,2593110640,73
1403-12-19,22410,23010,22410,22940,22450,23100,20520739,470679467290,210
1403-12-18,23830,23830,22590,23100,22600,23280,2414826,55775774620,165
1403-12-15,23110,23700,23100,23280,23210,23180,82729,1925711010,48
1403-12-14,24190,24190,23000,23180,23500,23550,1740398,40337849760,103
1403-12-13,23540,23800,23540,23550,23540,24260,4502462,106012341230,113
1403-12-12,23790,24530,23790,24260,24320,24150,784572,19031059800,147
1403-12-11,24040,24240,23810,24150,23980,24030,9891435,238832346090,135
1403-12-08,23880,24320,23850,24030,23980,24580,4419998,106231898480,344
1403-12-07,24820,25150,23930,24580,23960,24440,10348390,254312161930,8580
1403-12-06,23520,24450,23520,24440,24450,23740,16611451,405977246740,6921
1403-12-05,23180,23820,23180,23740,23820,23130,1005359,23864113010,193
1403-12-04,23150,23500,23130,23130,23130,23840,1026652,23747350190,56
1403-12-01,23310,23930,23150,23840,23500,23320,55113612,1313752095560,221
1403-11-30,23280,23420,22270,23320,23250,22740,10834137,252606603540,203
1403-11-29,22120,23050,22120,22740,22760,22560,184936,4205425870,61
1403-11-28,22560,22880,22560,22560,22800,23250,964523,21760319600,85
1403-11-27,23370,23370,23250,23250,23250,23960,1286533,29912700920,76
1403-11-23,23990,24590,23950,23960,23950,24690,1053845,25249170490,68
1403-11-21,24500,24720,23800,24690,23960,24090,17818361,439909196920,147
1403-11-17,23800,24450,23790,24090,24250,24450,420808,10139199300,102
1403-11-16,23630,24770,23630,24450,24360,24080,298061,7287751640,92
1403-11-15,24300,24320,23830,24080,24190,23800,23844,574159250,26
1403-11-14,23210,24190,23210,23800,23880,23820,345188,8214518340,88
1403-11-13,23840,24530,23740,23820,24390,24470,432528,10302245730,100
1403-11-10,24100,25300,24100,24470,24260,24670,203889,4988456180,82
1403-11-08,24600,24720,24340,24670,24410,25090,16711599,412277205740,214
1403-11-07,24350,25140,24340,25090,24360,25000,8765191,219915797270,239
1403-11-06,24670,25030,24050,25000,24730,24530,18585218,464561631160,155
1403-11-03,24630,24650,24340,24530,24550,23960,963582,23633344290,168
1403-11-02,22710,24060,22710,23960,23900,23360,1163673,27886937790,89
1403-11-01,24160,24220,23350,23360,23350,24070,1364788,31887864280,85
1403-10-30,23830,24560,23420,24070,24250,24120,692517,16666191310,137
1403-10-29,24800,24800,24120,24120,24120,24860,1523519,36747829770,138
1403-10-26,25230,25230,24500,24860,24500,24560,419286,10425026050,90
1403-10-24,23510,24790,23510,24560,24600,24190,405699,9963497200,116
1403-10-23,24430,24430,24180,24190,24180,24920,507859,12287336860,133
1403-10-22,25280,25280,24430,24920,24430,25180,6498267,161939570040,213
1403-10-19,25740,25740,24570,25180,25270,25030,845775,21300313250,224
1403-10-18,24210,25030,24210,25030,25030,24310,2576008,64467758920,210
1403-10-17,23900,24610,23470,24310,24610,24100,460157,11186094140,131
1403-10-16,24280,24440,23900,24100,23950,24010,383271,9238467480,128
1403-10-15,23890,24010,23890,24010,24010,23320,156201,3749756010,78
1403-10-12,23000,23700,23000,23320,23600,23140,927584,21634115010,250
1403-10-11,23040,23320,22510,23140,23200,23080,1332518,30831826310,152
1403-10-10,23310,23310,22780,23080,22780,23480,1537482,35483545620,241
1403-10-09,23610,23880,23210,23480,23210,23910,2074565,48721026890,148
1403-10-08,23800,24030,23300,23910,23700,23580,7724131,184696307300,344
1403-10-05,24010,24300,23320,23580,23500,23640,447646,10557207860,182
1403-10-04,23760,23850,23410,23640,23790,23160,1396670,33019799860,204
1403-10-03,22990,23550,22900,23160,23550,22870,2143649,49643412280,394
1403-10-02,22770,23340,22760,22870,22810,22890,1387374,31733301710,184
1403-10-01,22870,22890,22520,22890,22890,22230,2472380,56589273540,177
1403-09-28,22520,22670,21600,22230,22580,22260,511200,11365338230,172
1403-09-27,22350,22970,22080,22260,22080,22760,5168286,115026620320,311
1403-09-26,22690,23000,22350,22760,22370,22850,8553814,194677747750,4943
1403-09-25,23240,23260,22600,22850,22840,22590,41552631,949662817310,659
1403-09-24,22590,22590,22590,22590,22590,21940,54141739,1223061884010,253
1403-09-21,22310,22310,21510,21940,22300,21760,22381375,491079755180,17905
1403-09-20,21870,21990,21510,21760,21800,21900,28646081,623310511510,286
1403-09-19,21880,21910,21800,21900,21910,21280,23887641,523116967470,198
1403-09-18,20820,21750,20800,21280,21440,21420,222921,4742713240,56
1403-09-17,22000,22000,21320,21420,21320,21970,1445225,30960192650,126
1403-09-14,21810,22100,21140,21970,21960,21780,13333403,292911439030,193
1403-09-13,21830,22220,21550,21780,21950,21590,16120101,351137535750,180
1403-09-12,21370,21590,21190,21590,21590,20970,36087309,779033892130,116
1403-09-11,20560,21680,20550,20970,21060,21100,5945614,124693205210,120
1403-09-10,21000,21140,20560,21100,20830,20800,17388226,366878608520,249
1403-09-07,20340,21180,20340,20800,21070,20850,4229371,87964932860,163
1403-09-06,21310,21320,20400,20850,20590,20700,4402683,91783940720,322
1403-09-05,20660,21110,20650,20700,20980,20500,48592764,1005700318930,448
1403-09-04,20380,20560,19980,20500,20560,19970,41478573,850281970270,387
1403-09-03,19480,20080,19480,19970,20030,19510,444949,8886774530,128
1403-08-30,19680,19760,19460,19510,19460,20060,934392,18225968890,130
1403-08-29,20020,20180,19490,20060,19590,20020,56998050,1143454693260,268
1403-08-28,19800,20050,19720,20020,20050,19470,1842506,36886498690,227
1403-08-27,19370,19520,19210,19470,19300,19240,9196429,179037439050,211
