date,open,high,low,close,last,yesterday,volume,value,count
1404-02-31,59500,61500,59500,60050,61250,61300,1020091,61265708900,285
1404-02-30,62000,64000,61150,61300,61150,63000,1063579,65178310600,256
1404-02-29,64200,64750,62350,63000,62700,63750,427740,26953408300,191
1404-02-28,64000,64650,63100,63750,64200,62900,464321,29604781200,214
1404-02-27,64550,64550,61800,62900,62500,63700,666713,41945620800,297
1404-02-24,65100,65100,62900,63700,64150,63850,845713,53867465850,262
1404-02-23,66000,66000,62900,63850,64800,64700,787805,50319083300,321
1404-02-22,64700,64700,64500,64700,64700,62850,1795083,116109191150,458
1404-02-21,61500,64750,61250,62850,63200,63100,1127858,70868086950,401
1404-02-20,63350,63350,61600,63100,63250,61550,2006076,126535373900,623
1404-02-17,61450,61550,61450,61550,61550,59800,1573407,96840391950,275
1404-02-16,59800,59800,59500,59800,59800,58100,1986749,118806704000,489
1404-02-15,58100,58100,58100,58100,58100,56450,460777,26771143700,138
1404-02-14,53450,56550,53450,56450,56550,54950,411455,23226856550,185
1404-02-13,54900,55700,54900,54950,55000,56550,2457396,135043736000,474
1404-02-10,58750,58750,55650,56550,56250,57350,1721256,97362468350,596
1404-02-09,57400,57400,55950,57350,57400,55750,1790401,102695824400,502
1404-02-08,55600,55800,52850,55750,55800,54200,1212539,67603535000,380
1404-02-07,52500,55500,52500,54200,54800,54100,450653,24424728450,245
1404-02-06,54150,54200,53350,54100,54200,52650,1104037,59747942750,319
1404-02-03,52600,52800,52000,52650,52800,51300,1310739,69039071500,425
1404-02-02,50250,53300,50250,51300,52000,51800,2074536,106447612650,520
1404-02-01,51650,53150,51650,51800,51650,53200,2538922,131536614750,680
1404-01-31,55100,55300,52800,53200,52800,54400,523360,27837766800,186
1404-01-30,56000,57500,54200,54400,54200,55850,2683685,145945380550,332
1404-01-27,55800,55850,55750,55850,55850,54250,1019268,56908596900,262
1404-01-26,54700,54850,51800,54250,53300,53300,1136744,61675137850,346
1404-01-25,53300,53300,53300,53300,53300,51750,1133967,60440441100,159
1404-01-24,51750,51750,51750,51750,51750,50250,307407,15908312250,47
1404-01-23,50250,50250,50250,50250,50250,48800,332240,16695060000,68
1404-01-20,48800,48800,48800,48800,48800,47400,534829,26099655200,69
1404-01-19,47100,47700,46700,47400,47700,46350,711576,33739374150,136
1404-01-18,46350,46350,46350,46350,46350,47750,596498,27647682300,54
1404-01-17,47150,47150,47150,47750,47150,48600,174665,8235454750,47
1404-01-16,48500,49950,48500,48600,48500,49950,498722,24229999050,254
1404-01-10,49950,49950,49950,49950,49950,51450,1221926,61035203700,621
1404-01-09,51250,54250,51250,51450,51250,52800,560191,28833027200,259
1404-01-06,55100,55100,52800,52800,52800,54400,625591,33037586900,202
1404-01-05,55950,55950,52750,54400,54350,54350,443911,24156919000,182
1403-12-28,54350,54350,54350,54350,54350,56000,360426,19589153100,44
1403-12-27,56500,57100,54200,56000,55200,55450,542238,30362699550,182
1403-12-26,53800,56200,53800,55450,56200,55450,12977,717638050,17
1403-12-25,55350,55450,55350,55450,55450,53850,637796,35358292200,241
1403-12-22,53650,56950,53650,53850,55250,55300,1292299,69607869400,266
1403-12-21,56950,58700,55300,55300,55300,57000,246973,13662275200,65
1403-12-20,57000,59000,57000,57000,57000,58750,1217632,69424883700,255
1403-12-19,58000,58000,58000,58750,58000,59750,141948,8232984000,36
1403-12-18,61850,61850,59600,59750,59600,61400,226143,13484327000,72
1403-12-15,61750,61800,60500,61400,60900,60050,564435,34650215300,231
1403-12-14,60800,60850,57400,60050,60750,59100,756021,45404957750,370
1403-12-13,59100,59950,59100,59100,59100,60900,361455,21362240300,159
1403-12-12,63800,64200,60850,60900,60850,62700,1686734,102709031900,408
1403-12-11,62750,62750,61200,62700,62750,60950,968276,60729691900,368
1403-12-08,60750,61150,59750,60950,61150,59400,1484934,90520405350,357
1403-12-07,59600,59750,57550,59400,59400,58050,1177096,69892537750,301
1403-12-06,58050,58050,56650,58050,58050,56400,1131596,65672322150,300
1403-12-05,56450,56500,54900,56400,56500,54900,883152,49811485950,243
1403-12-04,55400,56200,54200,54900,55350,54600,832176,45691663900,260
1403-12-01,53400,56650,53400,54600,53550,55050,1447228,79002062350,391
1403-11-30,54500,54500,54500,55050,54500,56150,177587,9678491500,41
1403-11-29,54650,54650,54650,56150,54650,56300,24796,1355101400,18
1403-11-28,54700,54700,54700,56300,54700,56350,8515,465770500,7
1403-11-27,54800,54800,54800,56350,54800,56450,18818,1031226400,13
1403-11-23,55000,55000,55000,56450,55000,56650,36124,1986820000,24
1403-11-21,56650,56850,54200,56650,56100,55200,822313,46603949050,352
1403-11-17,55000,55350,54100,55200,55350,53750,720561,39779791250,294
1403-11-16,52450,54100,52000,53750,54100,52550,876706,47111872350,309
1403-11-15,51450,54550,51450,52550,51800,53000,1846148,97046658600,504
1403-11-14,52700,52800,52700,53000,52700,54300,217299,11452366700,79
1403-11-13,56900,56900,54250,54300,54250,55900,461841,25086566600,92
1403-11-10,57900,57900,55900,55900,55900,57600,1660266,92844648750,316
1403-11-08,59150,60000,57250,57600,57250,59000,1200417,69140867550,422
1403-11-07,58600,59150,56800,59000,59150,57450,747327,44095355900,428
1403-11-06,55500,57650,55500,57450,57650,56000,1055215,60632939900,436
1403-11-03,55550,58600,55200,56000,56000,56900,1134439,63550230450,483
1403-11-02,56650,59950,56600,56900,57150,58300,788523,44856491750,269
1403-10-26,59300,59350,56500,58350,57900,57650,1334557,77857364600,599
1403-10-24,57400,57650,56500,57650,57650,56000,2077081,119693658300,683
1403-10-23,56050,56050,53500,56000,56050,54450,2829962,158491338000,709
1403-10-22,54450,54450,54450,54450,54450,52900,597330,32524618500,153
1403-10-17,51550,53150,51550,52900,53150,51650,3089020,163390634450,616
1403-10-16,53500,54400,51350,51650,51350,52900,2354186,121551034050,621
1403-10-15,53650,54900,52800,52900,52800,54400,2927021,154787659850,670
1403-10-12,51850,54500,51850,54400,54500,52950,1650842,89771393800,823
1403-10-11,52850,54450,52850,52950,53300,54450,4402317,233129816550,744
1403-10-10,56500,56500,54300,54450,54300,55950,246454,13384930700,92
1403-10-09,55100,56350,54650,55950,55350,54750,1440642,80619469100,515
1403-10-05,54850,54850,53000,54750,54850,53300,2630358,143967966850,883
1403-10-04,53200,53400,52350,53300,53400,51850,1789831,95438439750,695
1403-10-03,50100,52000,50100,51850,52000,50500,1081179,56054985700,404
1403-10-02,50300,53200,50300,50500,53200,51850,3274138,165409923950,728
1403-10-01,52750,52750,49750,51850,49750,51250,2801559,145234537000,967
1403-09-28,49000,51550,49000,51250,51550,50050,2389367,122448447350,731
1403-09-27,50850,50850,47950,50050,50000,49400,2989995,149645431200,1117
1403-09-26,49600,49600,48200,49400,49600,48200,4611887,227911134750,1176
1403-09-25,48200,48200,48200,48200,48200,46800,582129,28058617800,160
1403-09-24,46750,46900,45800,46800,46900,45550,645960,30226200500,313
1403-09-21,44400,45700,44400,45550,45700,44400,3309051,150718982600,826
1403-09-20,44450,44450,43250,44400,44450,43200,2182752,96932207000,406
1403-09-19,43200,43200,43200,43200,43200,41950,599676,25906003200,134
1403-09-18,42050,42100,40950,41950,42100,40900,2132370,89482662150,402
1403-09-17,41650,41650,39250,40900,41600,40450,5177594,211783066200,1307
