date,open,high,low,close,last,yesterday,volume,value,count
1404-02-31,1,1,1,1,1,11586,1931300,1931300,2
1404-02-30,1,1,1,1,1,11688,2680000,2680000,2
1404-02-29,1,1,1,1,1,11613,213000,213000,3
1404-02-28,1,1,1,1,1,11609,15000,15000,3
1404-02-27,1,1,1,1,1,11550,377700,377700,3
1404-02-23,1,1,1,1,1,11376,2000000,2000000,1
1404-02-22,1,1,1,1,1,11093,228100,228100,2
1404-02-20,1,1,1,1,1,11499,50000,50000,2
1404-02-17,1,1,1,1,1,11282,4402000,4402000,3
1404-02-16,1,1,1,1,1,11165,2184482,2184482,4
1404-02-15,1,1,1,1,1,11132,602000,602000,6
1404-02-14,1,1,1,1,1,11020,32500,32500,4
1404-02-13,1,1,1,1,1,11205,155000,155000,3
1404-02-09,1,1,1,1,1,10849,180000,180000,2
1404-02-08,1,1,1,1,1,10766,128700,128700,4
1404-02-07,1,1,1,1,1,10774,253000,253000,2
1404-02-06,1,1,1,1,1,10601,4133000,4133000,4
1404-02-03,1,1,1,1,1,10494,500000,500000,2
1404-02-02,1,1,1,1,1,10567,4411990,4411990,11
1404-02-01,1,1,1,1,1,10601,2703112,2703112,8
1404-01-31,1,1,1,1,1,10458,2844000,2844000,3
1404-01-30,1,1,1,1,1,10357,2039750,2039750,4
1404-01-27,1,1,1,1,1,10311,401000,401000,5
1404-01-26,1,1,1,1,1,10326,869601,869601,15
1404-01-25,1,1,1,1,1,10320,1204000,1204000,8
1404-01-24,1,1,1,1,1,10000,500000,500000,5
